;id;lat;lon;x;y;min_db;max_db;station_type
191;24360;18.59472346153846;54.42334565976598;6538582.105985578;6032730.943583003;65.0;70.0;2
192;24369;18.565492692307693;54.42334565976598;6536695.368596539;6032730.943583003;60.0;65.0;2
193;24373;18.57164653846154;54.42334565976598;6537092.576467915;6032730.943583003;60.0;65.0;2
194;24376;18.457800384615386;54.42334565976598;6529744.230847444;6032730.943583003;55.0;60.0;2
195;24377;18.499338846153847;54.42334565976598;6532425.383979238;6032730.943583003;55.0;60.0;2
196;24386;18.597800384615386;54.42334565976598;6538780.709921267;6032730.943583003;60.0;65.0;2
197;24391;18.500877307692306;54.42334565976598;6532524.685947082;6032730.943583003;55.0;60.0;2
198;24397;18.48549269230769;54.42334565976598;6531531.66626864;6032730.943583003;55.0;60.0;2
199;24400;18.570108076923077;54.42334565976598;6536993.274500071;6032730.943583003;60.0;65.0;2
200;24405;18.487031153846154;54.422445569756974;6531630.968236485;6032630.79995956;80.0;200.0;2
201;24409;18.590108076923077;54.42334565976598;6538284.200082046;6032730.943583003;60.0;65.0;2
202;24413;18.593185;54.42334565976598;6538482.804017734;6032730.943583003;60.0;65.0;2
203;24416;18.479338846153848;54.42334565976598;6531134.458397264;6032730.943583003;55.0;60.0;2
204;24418;18.477800384615385;54.42334565976598;6531035.156429419;6032730.943583003;55.0;60.0;2
205;24422;18.567031153846155;54.42334565976598;6536794.670564383;6032730.943583003;55.0;60.0;2
206;24432;18.596261923076923;54.42334565976598;6538681.4079534225;6032730.943583003;55.0;60.0;2
207;24436;18.599338846153845;54.42334565976598;6538880.011889111;6032730.943583003;55.0;60.0;2
208;24450;18.488569615384616;54.422445569756974;6531730.270204329;6032630.79995956;70.0;75.0;2
209;24453;18.460877307692307;54.422445569756974;6529942.834783133;6032630.79995956;60.0;65.0;2
210;24455;18.527031153846153;54.422445569756974;6534212.819400433;6032630.79995956;75.0;80.0;2
211;24459;18.533185;54.422445569756974;6534610.02727181;6032630.79995956;75.0;80.0;2
212;24464;18.525492692307694;54.422445569756974;6534113.517432589;6032630.79995956;70.0;75.0;2
213;24469;18.530108076923078;54.422445569756974;6534411.423336122;6032630.79995956;70.0;75.0;2
214;24473;18.528569615384615;54.422445569756974;6534312.121368278;6032630.79995956;70.0;75.0;2
215;24476;18.507031153846153;54.422445569756974;6532921.893818459;6032630.79995956;70.0;75.0;2
216;24480;18.531646538461537;54.422445569756974;6534510.725303967;6032630.79995956;70.0;75.0;2
217;24482;18.45472346153846;54.422445569756974;6529545.626911757;6032630.79995956;65.0;70.0;2
218;24585;18.50549269230769;54.422445569756974;6532822.591850615;6032630.79995956;65.0;70.0;2
219;24619;18.494723461538463;54.422445569756974;6532127.4780757055;6032630.79995956;60.0;65.0;2
220;24634;18.562415769230768;54.422445569756974;6536496.76466085;6032630.79995956;65.0;70.0;2
221;24635;18.59164653846154;54.422445569756974;6538383.50204989;6032630.79995956;65.0;70.0;2
222;24641;18.491646538461538;54.422445569756974;6531928.874140017;6032630.79995956;60.0;65.0;2
223;24648;18.48549269230769;54.422445569756974;6531531.66626864;6032630.79995956;60.0;65.0;2
224;24650;18.600877307692308;54.422445569756974;6538979.313856956;6032630.79995956;65.0;70.0;2
225;24663;18.50395423076923;54.422445569756974;6532723.289882771;6032630.79995956;60.0;65.0;2
226;24668;18.570108076923077;54.422445569756974;6536993.274500071;6032630.79995956;65.0;70.0;2
227;24676;18.50241576923077;54.422445569756974;6532623.987914926;6032630.79995956;60.0;65.0;2
228;24678;18.496261923076922;54.422445569756974;6532226.78004355;6032630.79995956;55.0;60.0;2
229;24680;18.477800384615385;54.422445569756974;6531035.156429419;6032630.79995956;55.0;60.0;2
230;24685;18.479338846153848;54.422445569756974;6531134.458397264;6032630.79995956;55.0;60.0;2
231;24691;18.493185;54.422445569756974;6532028.176107861;6032630.79995956;60.0;65.0;2
232;24693;18.490108076923075;54.422445569756974;6531829.572172172;6032630.79995956;60.0;65.0;2
233;24695;18.56395423076923;54.422445569756974;6536596.0666286945;6032630.79995956;60.0;65.0;2
234;24702;18.565492692307693;54.422445569756974;6536695.368596539;6032630.79995956;60.0;65.0;2
235;24716;18.487031153846154;54.42154547974798;6531630.968236485;6032530.656336117;80.0;200.0;2
236;24722;18.497800384615385;54.422445569756974;6532326.082011394;6032630.79995956;55.0;60.0;2
237;24724;18.499338846153847;54.422445569756974;6532425.383979238;6032630.79995956;55.0;60.0;2
238;24726;18.52241576923077;54.42154547974798;6533914.913496901;6032530.656336117;80.0;200.0;2
239;24727;18.593185;54.422445569756974;6538482.804017734;6032630.79995956;55.0;60.0;2
240;24733;18.500877307692306;54.422445569756974;6532524.685947082;6032630.79995956;55.0;60.0;2
241;24737;18.579338846153846;54.422445569756974;6537589.086307136;6032630.79995956;60.0;65.0;2
242;24740;18.580877307692308;54.422445569756974;6537688.388274981;6032630.79995956;60.0;65.0;2
243;24741;18.590108076923077;54.422445569756974;6538284.200082046;6032630.79995956;55.0;60.0;2
244;24748;18.488569615384616;54.42154547974798;6531730.270204329;6032530.656336117;70.0;75.0;2
245;24749;18.511646538461537;54.42154547974798;6533219.799721992;6032530.656336117;70.0;75.0;2
246;24751;18.57472346153846;54.422445569756974;6537291.180403604;6032630.79995956;55.0;60.0;2
247;24752;18.513185;54.42154547974798;6533319.101689836;6032530.656336117;70.0;75.0;2
248;24753;18.520877307692306;54.42154547974798;6533815.611529057;6032530.656336117;70.0;75.0;2
249;24760;18.53626192307692;54.42154547974798;6534808.631207499;6032530.656336117;70.0;75.0;2
250;24764;18.537800384615384;54.42154547974798;6534907.933175343;6032530.656336117;70.0;75.0;2
251;24773;18.508569615384616;54.42154547974798;6533021.195786303;6032530.656336117;65.0;70.0;2
252;24787;18.534723461538462;54.42154547974798;6534709.329239654;6032530.656336117;65.0;70.0;2
253;24793;18.490108076923075;54.42154547974798;6531829.572172172;6032530.656336117;65.0;70.0;2
254;24794;18.51010807692308;54.42154547974798;6533120.497754147;6032530.656336117;65.0;70.0;2
255;24803;18.52395423076923;54.42154547974798;6534014.215464746;6032530.656336117;65.0;70.0;2
256;24812;18.539338846153846;54.42154547974798;6535007.235143187;6032530.656336117;65.0;70.0;2
257;24813;18.453185;54.42154547974798;6529446.324943912;6032530.656336117;55.0;60.0;2
258;24818;18.580877307692308;54.42154547974798;6537688.388274981;6032530.656336117;65.0;70.0;2
259;24824;18.48549269230769;54.42154547974798;6531531.66626864;6032530.656336117;60.0;65.0;2
260;24827;18.50549269230769;54.42154547974798;6532822.591850615;6032530.656336117;60.0;65.0;2
261;24829;18.493185;54.42154547974798;6532028.176107861;6032530.656336117;60.0;65.0;2
262;24832;18.531646538461537;54.42154547974798;6534510.725303967;6032530.656336117;60.0;65.0;2
263;24841;18.491646538461538;54.42154547974798;6531928.874140017;6032530.656336117;60.0;65.0;2
264;24842;18.528569615384615;54.42154547974798;6534312.121368278;6032530.656336117;60.0;65.0;2
265;24852;18.56395423076923;54.42154547974798;6536596.0666286945;6032530.656336117;65.0;70.0;2
266;24854;18.50395423076923;54.42154547974798;6532723.289882771;6032530.656336117;60.0;65.0;2
267;24863;18.58241576923077;54.42154547974798;6537787.690242825;6032530.656336117;60.0;65.0;2
268;24867;18.530108076923078;54.42154547974798;6534411.423336122;6032530.656336117;60.0;65.0;2
269;24869;18.507031153846153;54.42154547974798;6532921.893818459;6032530.656336117;60.0;65.0;2
270;24872;18.533185;54.42154547974798;6534610.02727181;6032530.656336117;60.0;65.0;2
271;24873;18.527031153846153;54.42154547974798;6534212.819400433;6032530.656336117;60.0;65.0;2
272;24880;18.46241576923077;54.42154547974798;6530042.1367509775;6032530.656336117;55.0;60.0;2
273;24885;18.525492692307694;54.42154547974798;6534113.517432589;6032530.656336117;60.0;65.0;2
274;24888;18.590108076923077;54.42154547974798;6538284.200082046;6032530.656336117;60.0;65.0;2
275;24895;18.588569615384614;54.42154547974798;6538184.898114202;6032530.656336117;65.0;70.0;2
276;24903;18.565492692307693;54.42154547974798;6536695.368596539;6032530.656336117;60.0;65.0;2
277;24912;18.497800384615385;54.42154547974798;6532326.082011394;6032530.656336117;55.0;60.0;2
278;24915;18.496261923076922;54.42154547974798;6532226.78004355;6032530.656336117;55.0;60.0;2
279;24930;18.50241576923077;54.42154547974798;6532623.987914926;6032530.656336117;55.0;60.0;2
280;24934;18.480877307692307;54.42154547974798;6531233.760365107;6032530.656336117;55.0;60.0;2
281;24937;18.494723461538463;54.42154547974798;6532127.4780757055;6032530.656336117;55.0;60.0;2
282;24942;18.477800384615385;54.42154547974798;6531035.156429419;6032530.656336117;55.0;60.0;2
283;24965;18.570108076923077;54.42154547974798;6536993.274500071;6032530.656336117;60.0;65.0;2
284;24979;18.59164653846154;54.42154547974798;6538383.50204989;6032530.656336117;55.0;60.0;2
285;24983;18.585492692307692;54.42154547974798;6537986.294178513;6032530.656336117;55.0;60.0;2
286;24998;18.60241576923077;54.42154547974798;6539078.615824799;6032530.656336117;60.0;65.0;2
287;25019;18.56087730769231;54.42154547974798;6536397.462693006;6032530.656336117;55.0;60.0;2
288;25022;18.453185;54.42064538973897;6529446.324943912;6032430.512712673;60.0;65.0;2
289;25023;18.487031153846154;54.42064538973897;6531630.968236485;6032430.512712673;80.0;200.0;2
290;25024;18.45164653846154;54.42064538973897;6529347.022976068;6032430.512712673;55.0;60.0;2
291;25029;18.488569615384616;54.42064538973897;6531730.270204329;6032430.512712673;65.0;70.0;2
292;25030;18.51626192307692;54.42064538973897;6533517.705625524;6032430.512712673;70.0;75.0;2
293;25031;18.470108076923076;54.42064538973897;6530538.646590198;6032430.512712673;55.0;60.0;2
294;25032;18.490108076923075;54.42064538973897;6531829.572172172;6032430.512712673;65.0;70.0;2
295;25040;18.477800384615385;54.42064538973897;6531035.156429419;6032430.512712673;55.0;60.0;2
