;id;lat;lon;x;y;min_db;max_db;station_type
608;27435;18.48549269230769;54.413444669666966;6531531.66626864;6031629.3637251295;75.0;80.0;2
609;27448;18.487031153846154;54.413444669666966;6531630.968236485;6031629.3637251295;75.0;80.0;2
610;27458;18.473185;54.413444669666966;6530737.250525887;6031629.3637251295;65.0;70.0;2
611;27459;18.483954230769232;54.413444669666966;6531432.364300796;6031629.3637251295;65.0;70.0;2
612;27465;18.480877307692307;54.413444669666966;6531233.760365107;6031629.3637251295;65.0;70.0;2
613;27466;18.488569615384616;54.413444669666966;6531730.270204329;6031629.3637251295;65.0;70.0;2
614;27493;18.479338846153848;54.413444669666966;6531134.458397264;6031629.3637251295;60.0;65.0;2
615;27494;18.59472346153846;54.413444669666966;6538582.105985578;6031629.3637251295;70.0;75.0;2
616;27502;18.445492692307692;54.413444669666966;6528949.815104691;6031629.3637251295;55.0;60.0;2
617;27509;18.47164653846154;54.413444669666966;6530637.948558043;6031629.3637251295;60.0;65.0;2
618;27512;18.490108076923075;54.413444669666966;6531829.572172172;6031629.3637251295;60.0;65.0;2
619;27517;18.547031153846152;54.413444669666966;6535503.744982408;6031629.3637251295;70.0;75.0;2
620;27523;18.476261923076922;54.413444669666966;6530935.854461575;6031629.3637251295;55.0;60.0;2
621;27528;18.491646538461538;54.413444669666966;6531928.874140017;6031629.3637251295;60.0;65.0;2
622;27531;18.567031153846155;54.413444669666966;6536794.670564383;6031629.3637251295;65.0;70.0;2
623;27535;18.588569615384614;54.413444669666966;6538184.898114202;6031629.3637251295;65.0;70.0;2
624;27539;18.493185;54.413444669666966;6532028.176107861;6031629.3637251295;60.0;65.0;2
625;27542;18.565492692307693;54.413444669666966;6536695.368596539;6031629.3637251295;60.0;65.0;2
626;27547;18.470108076923076;54.413444669666966;6530538.646590198;6031629.3637251295;55.0;60.0;2
627;27549;18.577800384615383;54.413444669666966;6537489.784339292;6031629.3637251295;65.0;70.0;2
628;27559;18.60241576923077;54.413444669666966;6539078.615824799;6031629.3637251295;70.0;75.0;2
629;27562;18.496261923076922;54.413444669666966;6532226.78004355;6031629.3637251295;55.0;60.0;2
630;27581;18.580877307692308;54.413444669666966;6537688.388274981;6031629.3637251295;65.0;70.0;2
631;27582;18.548569615384615;54.413444669666966;6535603.046950253;6031629.3637251295;60.0;65.0;2
632;27602;18.494723461538463;54.413444669666966;6532127.4780757055;6031629.3637251295;55.0;60.0;2
633;27606;18.576261923076924;54.413444669666966;6537390.482371448;6031629.3637251295;60.0;65.0;2
634;27615;18.47472346153846;54.413444669666966;6530836.552493731;6031629.3637251295;55.0;60.0;2
635;27617;18.557800384615383;54.413444669666966;6536198.858757317;6031629.3637251295;60.0;65.0;2
636;27623;18.477800384615385;54.413444669666966;6531035.156429419;6031629.3637251295;55.0;60.0;2
637;27649;18.593185;54.413444669666966;6538482.804017734;6031629.3637251295;60.0;65.0;2
638;27658;18.596261923076923;54.413444669666966;6538681.4079534225;6031629.3637251295;60.0;65.0;2
639;27660;18.56395423076923;54.413444669666966;6536596.0666286945;6031629.3637251295;60.0;65.0;2
640;27672;18.573185;54.413444669666966;6537191.87843576;6031629.3637251295;60.0;65.0;2
641;27674;18.587031153846155;54.413444669666966;6538085.596146357;6031629.3637251295;60.0;65.0;2
642;27698;18.568569615384614;54.413444669666966;6536893.972532227;6031629.3637251295;55.0;60.0;2
643;27705;18.57164653846154;54.413444669666966;6537092.576467915;6031629.3637251295;55.0;60.0;2
644;27707;18.590108076923077;54.413444669666966;6538284.200082046;6031629.3637251295;55.0;60.0;2
645;27713;18.570108076923077;54.413444669666966;6536993.274500071;6031629.3637251295;55.0;60.0;2
646;27717;18.562415769230768;54.413444669666966;6536496.76466085;6031629.3637251295;55.0;60.0;2
647;27720;18.545492692307693;54.413444669666966;6535404.443014564;6031629.3637251295;55.0;60.0;2
648;27727;18.550108076923078;54.413444669666966;6535702.348918096;6031629.3637251295;55.0;60.0;2
649;27737;18.48549269230769;54.41254457965797;6531531.66626864;6031529.220101687;75.0;80.0;2
650;27753;18.487031153846154;54.41254457965797;6531630.968236485;6031529.220101687;75.0;80.0;2
651;27756;18.480877307692307;54.41254457965797;6531233.760365107;6031529.220101687;70.0;75.0;2
652;27765;18.488569615384616;54.41254457965797;6531730.270204329;6031529.220101687;70.0;75.0;2
653;27767;18.483954230769232;54.41254457965797;6531432.364300796;6031529.220101687;65.0;70.0;2
654;27780;18.445492692307692;54.41254457965797;6528949.815104691;6031529.220101687;60.0;65.0;2
655;27807;18.476261923076922;54.41254457965797;6530935.854461575;6031529.220101687;65.0;70.0;2
656;27864;18.588569615384614;54.41254457965797;6538184.898114202;6031529.220101687;70.0;75.0;2
657;27882;18.547031153846152;54.41254457965797;6535503.744982408;6031529.220101687;65.0;70.0;2
658;27885;18.479338846153848;54.41254457965797;6531134.458397264;6031529.220101687;60.0;65.0;2
659;27890;18.490108076923075;54.41254457965797;6531829.572172172;6031529.220101687;60.0;65.0;2
660;27891;18.493185;54.41254457965797;6532028.176107861;6031529.220101687;60.0;65.0;2
661;27893;18.57472346153846;54.41254457965797;6537291.180403604;6031529.220101687;65.0;70.0;2
662;27910;18.567031153846155;54.41254457965797;6536794.670564383;6031529.220101687;65.0;70.0;2
663;27919;18.590108076923077;54.41254457965797;6538284.200082046;6031529.220101687;65.0;70.0;2
664;27936;18.477800384615385;54.41254457965797;6531035.156429419;6031529.220101687;60.0;65.0;2
665;27954;18.565492692307693;54.41254457965797;6536695.368596539;6031529.220101687;60.0;65.0;2
666;27970;18.548569615384615;54.41254457965797;6535603.046950253;6031529.220101687;60.0;65.0;2
667;27977;18.587031153846155;54.41254457965797;6538085.596146357;6031529.220101687;60.0;65.0;2
668;27979;18.59164653846154;54.41254457965797;6538383.50204989;6031529.220101687;55.0;60.0;2
669;27989;18.556261923076924;54.41254457965797;6536099.556789474;6031529.220101687;55.0;60.0;2
670;28000;18.491646538461538;54.41254457965797;6531928.874140017;6031529.220101687;60.0;65.0;2
671;28001;18.559338846153846;54.41254457965797;6536298.160725161;6031529.220101687;60.0;65.0;2
672;28004;18.60395423076923;54.41254457965797;6539177.917792643;6031529.220101687;60.0;65.0;2
673;28007;18.557800384615383;54.41254457965797;6536198.858757317;6031529.220101687;65.0;70.0;2
674;28008;18.550108076923078;54.41254457965797;6535702.348918096;6031529.220101687;55.0;60.0;2
675;28011;18.47472346153846;54.41254457965797;6530836.552493731;6031529.220101687;55.0;60.0;2
676;28016;18.48549269230769;54.411644489648964;6531531.66626864;6031429.076478244;75.0;80.0;2
677;28025;18.60241576923077;54.41254457965797;6539078.615824799;6031529.220101687;55.0;60.0;2
678;28031;18.568569615384614;54.41254457965797;6536893.972532227;6031529.220101687;55.0;60.0;2
679;28034;18.545492692307693;54.41254457965797;6535404.443014564;6031529.220101687;55.0;60.0;2
680;28048;18.597800384615386;54.41254457965797;6538780.709921267;6031529.220101687;55.0;60.0;2
681;28050;18.494723461538463;54.41254457965797;6532127.4780757055;6031529.220101687;55.0;60.0;2
682;28054;18.487031153846154;54.411644489648964;6531630.968236485;6031429.076478244;70.0;75.0;2
683;28056;18.488569615384616;54.411644489648964;6531730.270204329;6031429.076478244;70.0;75.0;2
684;28057;18.570108076923077;54.41254457965797;6536993.274500071;6031529.220101687;55.0;60.0;2
685;28062;18.496261923076922;54.41254457965797;6532226.78004355;6031529.220101687;55.0;60.0;2
686;28066;18.57164653846154;54.41254457965797;6537092.576467915;6031529.220101687;55.0;60.0;2
687;28067;18.573185;54.41254457965797;6537191.87843576;6031529.220101687;55.0;60.0;2
688;28069;18.580877307692308;54.41254457965797;6537688.388274981;6031529.220101687;55.0;60.0;2
689;28074;18.588569615384614;54.411644489648964;6538184.898114202;6031429.076478244;75.0;80.0;2
690;28076;18.56087730769231;54.41254457965797;6536397.462693006;6031529.220101687;55.0;60.0;2
691;28079;18.483954230769232;54.411644489648964;6531432.364300796;6031429.076478244;65.0;70.0;2
692;28084;18.479338846153848;54.411644489648964;6531134.458397264;6031429.076478244;65.0;70.0;2
693;28090;18.480877307692307;54.411644489648964;6531233.760365107;6031429.076478244;65.0;70.0;2
694;28094;18.48241576923077;54.411644489648964;6531333.062332951;6031429.076478244;65.0;70.0;2
695;28099;18.448569615384613;54.411644489648964;6529148.419040379;6031429.076478244;60.0;65.0;2
696;28100;18.450108076923076;54.411644489648964;6529247.7210082235;6031429.076478244;60.0;65.0;2
697;28101;18.567031153846155;54.411644489648964;6536794.670564383;6031429.076478244;70.0;75.0;2
698;28109;18.490108076923075;54.411644489648964;6531829.572172172;6031429.076478244;65.0;70.0;2
699;28124;18.548569615384615;54.411644489648964;6535603.046950253;6031429.076478244;65.0;70.0;2
700;28132;18.556261923076924;54.411644489648964;6536099.556789474;6031429.076478244;65.0;70.0;2
701;28134;18.57164653846154;54.411644489648964;6537092.576467915;6031429.076478244;65.0;70.0;2
702;28147;18.493185;54.411644489648964;6532028.176107861;6031429.076478244;60.0;65.0;2
703;28148;18.60395423076923;54.411644489648964;6539177.917792643;6031429.076478244;70.0;75.0;2
704;28149;18.570108076923077;54.411644489648964;6536993.274500071;6031429.076478244;65.0;70.0;2
705;28155;18.477800384615385;54.411644489648964;6531035.156429419;6031429.076478244;60.0;65.0;2
706;28161;18.491646538461538;54.411644489648964;6531928.874140017;6031429.076478244;60.0;65.0;2
707;28181;18.445492692307692;54.411644489648964;6528949.815104691;6031429.076478244;55.0;60.0;2
708;28186;18.547031153846152;54.411644489648964;6535503.744982408;6031429.076478244;60.0;65.0;2
709;28193;18.53626192307692;54.411644489648964;6534808.631207499;6031429.076478244;60.0;65.0;2
710;28194;18.550108076923078;54.411644489648964;6535702.348918096;6031429.076478244;60.0;65.0;2
711;28207;18.565492692307693;54.411644489648964;6536695.368596539;6031429.076478244;60.0;65.0;2
712;28209;18.47472346153846;54.411644489648964;6530836.552493731;6031429.076478244;55.0;60.0;2
713;28212;18.57472346153846;54.411644489648964;6537291.180403604;6031429.076478244;60.0;65.0;2
714;28213;18.496261923076922;54.411644489648964;6532226.78004355;6031429.076478244;55.0;60.0;2
715;28215;18.58395423076923;54.411644489648964;6537886.9922106685;6031429.076478244;60.0;65.0;2
716;28228;18.476261923076922;54.411644489648964;6530935.854461575;6031429.076478244;55.0;60.0;2
717;28235;18.54395423076923;54.411644489648964;6535305.14104672;6031429.076478244;55.0;60.0;2
718;28238;18.494723461538463;54.411644489648964;6532127.4780757055;6031429.076478244;55.0;60.0;2
719;28253;18.58241576923077;54.411644489648964;6537787.690242825;6031429.076478244;55.0;60.0;2
720;28271;18.545492692307693;54.411644489648964;6535404.443014564;6031429.076478244;55.0;60.0;2
721;28280;18.573185;54.411644489648964;6537191.87843576;6031429.076478244;55.0;60.0;2
722;28281;18.542415769230768;54.411644489648964;6535205.839078875;6031429.076478244;55.0;60.0;2
723;28306;18.590108076923077;54.411644489648964;6538284.200082046;6031429.076478244;55.0;60.0;2
724;28312;18.48549269230769;54.41074439963997;6531531.66626864;6031328.932854801;75.0;80.0;2
725;28318;18.605492692307692;54.411644489648964;6539277.219760488;6031429.076478244;55.0;60.0;2
726;28321;18.587031153846155;54.411644489648964;6538085.596146357;6031429.076478244;55.0;60.0;2
727;28358;18.483954230769232;54.41074439963997;6531432.364300796;6031328.932854801;70.0;75.0;2
728;28361;18.487031153846154;54.41074439963997;6531630.968236485;6031328.932854801;70.0;75.0;2
729;28367;18.567031153846155;54.41074439963997;6536794.670564383;6031328.932854801;75.0;80.0;2
730;28368;18.48241576923077;54.41074439963997;6531333.062332951;6031328.932854801;65.0;70.0;2
731;28375;18.548569615384615;54.41074439963997;6535603.046950253;6031328.932854801;70.0;75.0;2
732;28431;18.480877307692307;54.41074439963997;6531233.760365107;6031328.932854801;60.0;65.0;2
733;28437;18.588569615384614;54.41074439963997;6538184.898114202;6031328.932854801;70.0;75.0;2
734;28442;18.550108076923078;54.41074439963997;6535702.348918096;6031328.932854801;65.0;70.0;2
735;28449;18.488569615384616;54.41074439963997;6531730.270204329;6031328.932854801;65.0;70.0;2
736;28472;18.47472346153846;54.41074439963997;6530836.552493731;6031328.932854801;55.0;60.0;2
737;28474;18.605492692307692;54.41074439963997;6539277.219760488;6031328.932854801;65.0;70.0;2
738;28479;18.490108076923075;54.41074439963997;6531829.572172172;6031328.932854801;65.0;70.0;2
739;28490;18.491646538461538;54.41074439963997;6531928.874140017;6031328.932854801;60.0;65.0;2
740;28491;18.477800384615385;54.41074439963997;6531035.156429419;6031328.932854801;60.0;65.0;2
741;28502;18.59472346153846;54.41074439963997;6538582.105985578;6031328.932854801;60.0;65.0;2
742;28516;18.547031153846152;54.41074439963997;6535503.744982408;6031328.932854801;60.0;65.0;2
743;28519;18.55472346153846;54.41074439963997;6536000.254821629;6031328.932854801;60.0;65.0;2
744;28522;18.60395423076923;54.41074439963997;6539177.917792643;6031328.932854801;65.0;70.0;2
745;28528;18.456261923076923;54.41074439963997;6529644.9288796;6031328.932854801;55.0;60.0;2
746;28537;18.479338846153848;54.41074439963997;6531134.458397264;6031328.932854801;60.0;65.0;2
747;28553;18.573185;54.41074439963997;6537191.87843576;6031328.932854801;60.0;65.0;2
748;28556;18.476261923076922;54.41074439963997;6530935.854461575;6031328.932854801;55.0;60.0;2
749;28559;18.568569615384614;54.41074439963997;6536893.972532227;6031328.932854801;55.0;60.0;2
750;28564;18.593185;54.41074439963997;6538482.804017734;6031328.932854801;55.0;60.0;2
751;28573;18.570108076923077;54.41074439963997;6536993.274500071;6031328.932854801;60.0;65.0;2
752;28584;18.56395423076923;54.41074439963997;6536596.0666286945;6031328.932854801;55.0;60.0;2
753;28587;18.45472346153846;54.41074439963997;6529545.626911757;6031328.932854801;55.0;60.0;2
754;28598;18.493185;54.41074439963997;6532028.176107861;6031328.932854801;55.0;60.0;2
755;28605;18.553185;54.41074439963997;6535900.952853785;6031328.932854801;60.0;65.0;2
756;28606;18.58241576923077;54.41074439963997;6537787.690242825;6031328.932854801;55.0;60.0;2
757;28607;18.55164653846154;54.41074439963997;6535801.6508859405;6031328.932854801;60.0;65.0;2
758;28624;18.48549269230769;54.40984430963096;6531531.66626864;6031228.789231358;80.0;200.0;2
759;28625;18.556261923076924;54.41074439963997;6536099.556789474;6031328.932854801;55.0;60.0;2
760;28626;18.565492692307693;54.41074439963997;6536695.368596539;6031328.932854801;55.0;60.0;2
761;28631;18.496261923076922;54.41074439963997;6532226.78004355;6031328.932854801;55.0;60.0;2
762;28642;18.494723461538463;54.41074439963997;6532127.4780757055;6031328.932854801;55.0;60.0;2
763;28643;18.590108076923077;54.41074439963997;6538284.200082046;6031328.932854801;55.0;60.0;2
764;28646;18.607031153846155;54.41074439963997;6539376.521728332;6031328.932854801;60.0;65.0;2
765;28649;18.579338846153846;54.41074439963997;6537589.086307136;6031328.932854801;55.0;60.0;2
766;28650;18.608569615384614;54.41074439963997;6539475.823696176;6031328.932854801;55.0;60.0;2
767;28652;18.557800384615383;54.41074439963997;6536198.858757317;6031328.932854801;55.0;60.0;2
768;28661;18.488569615384616;54.40984430963096;6531730.270204329;6031228.789231358;65.0;70.0;2
769;28664;18.487031153846154;54.40984430963096;6531630.968236485;6031228.789231358;70.0;75.0;2
770;28668;18.479338846153848;54.40984430963096;6531134.458397264;6031228.789231358;60.0;65.0;2
771;28671;18.480877307692307;54.40984430963096;6531233.760365107;6031228.789231358;65.0;70.0;2
772;28675;18.490108076923075;54.40984430963096;6531829.572172172;6031228.789231358;65.0;70.0;2
773;28680;18.600877307692308;54.40984430963096;6538979.313856956;6031228.789231358;70.0;75.0;2
774;28683;18.605492692307692;54.40984430963096;6539277.219760488;6031228.789231358;65.0;70.0;2
775;28685;18.599338846153845;54.40984430963096;6538880.011889111;6031228.789231358;60.0;65.0;2
776;28709;18.607031153846155;54.40984430963096;6539376.521728332;6031228.789231358;65.0;70.0;2
777;28714;18.562415769230768;54.40984430963096;6536496.76466085;6031228.789231358;60.0;65.0;2
778;28717;18.476261923076922;54.40984430963096;6530935.854461575;6031228.789231358;55.0;60.0;2
779;28720;18.44395423076923;54.40984430963096;6528850.513136847;6031228.789231358;55.0;60.0;2
780;28726;18.493185;54.40984430963096;6532028.176107861;6031228.789231358;60.0;65.0;2
781;28728;18.491646538461538;54.40984430963096;6531928.874140017;6031228.789231358;60.0;65.0;2
782;28731;18.567031153846155;54.40984430963096;6536794.670564383;6031228.789231358;65.0;70.0;2
783;28733;18.496261923076922;54.40984430963096;6532226.78004355;6031228.789231358;55.0;60.0;2
784;28736;18.48241576923077;54.40984430963096;6531333.062332951;6031228.789231358;60.0;65.0;2
785;28739;18.547031153846152;54.40984430963096;6535503.744982408;6031228.789231358;55.0;60.0;2
786;28740;18.56395423076923;54.40984430963096;6536596.0666286945;6031228.789231358;65.0;70.0;2
787;28743;18.460877307692307;54.40984430963096;6529942.834783133;6031228.789231358;55.0;60.0;2
788;28746;18.565492692307693;54.40984430963096;6536695.368596539;6031228.789231358;65.0;70.0;2
789;28752;18.588569615384614;54.40984430963096;6538184.898114202;6031228.789231358;70.0;75.0;2
790;28756;18.58241576923077;54.40984430963096;6537787.690242825;6031228.789231358;60.0;65.0;2
791;28758;18.627031153846154;54.40984430963096;6540667.447310306;6031228.789231358;65.0;70.0;2
792;28768;18.553185;54.40984430963096;6535900.952853785;6031228.789231358;60.0;65.0;2
793;28774;18.477800384615385;54.40984430963096;6531035.156429419;6031228.789231358;60.0;65.0;2
794;28777;18.608569615384614;54.40984430963096;6539475.823696176;6031228.789231358;60.0;65.0;2
795;28787;18.60241576923077;54.40984430963096;6539078.615824799;6031228.789231358;60.0;65.0;2
796;28791;18.47472346153846;54.40984430963096;6530836.552493731;6031228.789231358;55.0;60.0;2
797;28792;18.59472346153846;54.40984430963096;6538582.105985578;6031228.789231358;65.0;70.0;2
798;28798;18.550108076923078;54.40984430963096;6535702.348918096;6031228.789231358;55.0;60.0;2
799;28805;18.55164653846154;54.40984430963096;6535801.6508859405;6031228.789231358;55.0;60.0;2
800;28813;18.610108076923076;54.40984430963096;6539575.12566402;6031228.789231358;55.0;60.0;2
801;28823;18.494723461538463;54.40984430963096;6532127.4780757055;6031228.789231358;55.0;60.0;2
802;28824;18.568569615384614;54.40984430963096;6536893.972532227;6031228.789231358;60.0;65.0;2
803;28829;18.55472346153846;54.40984430963096;6536000.254821629;6031228.789231358;60.0;65.0;2
804;28837;18.590108076923077;54.40984430963096;6538284.200082046;6031228.789231358;60.0;65.0;2
805;28842;18.556261923076924;54.40984430963096;6536099.556789474;6031228.789231358;55.0;60.0;2
806;28844;18.46241576923077;54.40984430963096;6530042.1367509775;6031228.789231358;55.0;60.0;2
807;28852;18.628569615384617;54.40984430963096;6540766.7492781505;6031228.789231358;65.0;70.0;2
808;28856;18.56087730769231;54.40984430963096;6536397.462693006;6031228.789231358;55.0;60.0;2
809;28895;18.636261923076923;54.40984430963096;6541263.259117371;6031228.789231358;55.0;60.0;2
810;28902;18.60395423076923;54.40984430963096;6539177.917792643;6031228.789231358;55.0;60.0;2
811;28903;18.596261923076923;54.40984430963096;6538681.4079534225;6031228.789231358;55.0;60.0;2
812;28911;18.57472346153846;54.40984430963096;6537291.180403604;6031228.789231358;55.0;60.0;2
813;28919;18.548569615384615;54.40984430963096;6535603.046950253;6031228.789231358;55.0;60.0;2
814;28920;18.48549269230769;54.408944219621965;6531531.66626864;6031128.645607916;80.0;200.0;2
815;28924;18.487031153846154;54.408944219621965;6531630.968236485;6031128.645607916;70.0;75.0;2
816;28955;18.463954230769232;54.408944219621965;6530141.438718822;6031128.645607916;55.0;60.0;2
817;28968;18.568569615384614;54.408944219621965;6536893.972532227;6031128.645607916;75.0;80.0;2
818;28969;18.488569615384616;54.408944219621965;6531730.270204329;6031128.645607916;65.0;70.0;2
819;28970;18.490108076923075;54.408944219621965;6531829.572172172;6031128.645607916;65.0;70.0;2
820;28975;18.48241576923077;54.408944219621965;6531333.062332951;6031128.645607916;65.0;70.0;2
821;28982;18.559338846153846;54.408944219621965;6536298.160725161;6031128.645607916;70.0;75.0;2
822;28987;18.483954230769232;54.408944219621965;6531432.364300796;6031128.645607916;65.0;70.0;2
823;29001;18.610108076923076;54.408944219621965;6539575.12566402;6031128.645607916;70.0;75.0;2
824;29006;18.587031153846155;54.408944219621965;6538085.596146357;6031128.645607916;70.0;75.0;2
825;29025;18.588569615384614;54.408944219621965;6538184.898114202;6031128.645607916;70.0;75.0;2
826;29027;18.480877307692307;54.408944219621965;6531233.760365107;6031128.645607916;60.0;65.0;2
827;29034;18.493185;54.408944219621965;6532028.176107861;6031128.645607916;60.0;65.0;2
828;29040;18.47472346153846;54.408944219621965;6530836.552493731;6031128.645607916;55.0;60.0;2
829;29043;18.605492692307692;54.408944219621965;6539277.219760488;6031128.645607916;70.0;75.0;2
830;29054;18.491646538461538;54.408944219621965;6531928.874140017;6031128.645607916;60.0;65.0;2
831;29061;18.476261923076922;54.408944219621965;6530935.854461575;6031128.645607916;55.0;60.0;2
832;29063;18.627031153846154;54.408944219621965;6540667.447310306;6031128.645607916;65.0;70.0;2
833;29071;18.570108076923077;54.408944219621965;6536993.274500071;6031128.645607916;60.0;65.0;2
834;29078;18.496261923076922;54.408944219621965;6532226.78004355;6031128.645607916;55.0;60.0;2
835;29086;18.590108076923077;54.408944219621965;6538284.200082046;6031128.645607916;65.0;70.0;2
836;29088;18.477800384615385;54.408944219621965;6531035.156429419;6031128.645607916;60.0;65.0;2
837;29094;18.596261923076923;54.408944219621965;6538681.4079534225;6031128.645607916;65.0;70.0;2
838;29100;18.628569615384617;54.408944219621965;6540766.7492781505;6031128.645607916;65.0;70.0;2
839;29102;18.479338846153848;54.408944219621965;6531134.458397264;6031128.645607916;60.0;65.0;2
840;29107;18.59472346153846;54.408944219621965;6538582.105985578;6031128.645607916;65.0;70.0;2
841;29109;18.567031153846155;54.408944219621965;6536794.670564383;6031128.645607916;60.0;65.0;2
842;29118;18.565492692307693;54.408944219621965;6536695.368596539;6031128.645607916;60.0;65.0;2
843;29123;18.585492692307692;54.408944219621965;6537986.294178513;6031128.645607916;60.0;65.0;2
844;29127;18.593185;54.408944219621965;6538482.804017734;6031128.645607916;60.0;65.0;2
845;29129;18.494723461538463;54.408944219621965;6532127.4780757055;6031128.645607916;55.0;60.0;2
846;29137;18.55472346153846;54.408944219621965;6536000.254821629;6031128.645607916;60.0;65.0;2
847;29145;18.58241576923077;54.408944219621965;6537787.690242825;6031128.645607916;55.0;60.0;2
848;29147;18.608569615384614;54.408944219621965;6539475.823696176;6031128.645607916;60.0;65.0;2
849;29152;18.61164653846154;54.408944219621965;6539674.427631864;6031128.645607916;60.0;65.0;2
850;29163;18.597800384615386;54.408944219621965;6538780.709921267;6031128.645607916;60.0;65.0;2
851;29169;18.579338846153846;54.408944219621965;6537589.086307136;6031128.645607916;55.0;60.0;2
852;29186;18.59164653846154;54.408944219621965;6538383.50204989;6031128.645607916;55.0;60.0;2
853;29189;18.55164653846154;54.408944219621965;6535801.6508859405;6031128.645607916;55.0;60.0;2
854;29193;18.550108076923078;54.408944219621965;6535702.348918096;6031128.645607916;55.0;60.0;2
855;29204;18.54087730769231;54.408944219621965;6535106.537111032;6031128.645607916;55.0;60.0;2
856;29212;18.553185;54.408944219621965;6535900.952853785;6031128.645607916;55.0;60.0;2
857;29216;18.58395423076923;54.408944219621965;6537886.9922106685;6031128.645607916;60.0;65.0;2
858;29219;18.613185;54.408944219621965;6539773.729599709;6031128.645607916;55.0;60.0;2
859;29222;18.48549269230769;54.40804412961296;6531531.66626864;6031028.501984472;80.0;200.0;2
860;29239;18.607031153846155;54.408944219621965;6539376.521728332;6031128.645607916;55.0;60.0;2
861;29243;18.62549269230769;54.408944219621965;6540568.145342463;6031128.645607916;55.0;60.0;2
862;29246;18.633185;54.408944219621965;6541064.655181684;6031128.645607916;55.0;60.0;2
863;29266;18.487031153846154;54.40804412961296;6531630.968236485;6031028.501984472;70.0;75.0;2
864;29267;18.483954230769232;54.40804412961296;6531432.364300796;6031028.501984472;70.0;75.0;2
865;29268;18.48241576923077;54.40804412961296;6531333.062332951;6031028.501984472;65.0;70.0;2
866;29269;18.590108076923077;54.40804412961296;6538284.200082046;6031028.501984472;70.0;75.0;2
867;29272;18.476261923076922;54.40804412961296;6530935.854461575;6031028.501984472;65.0;70.0;2
868;29278;18.480877307692307;54.40804412961296;6531233.760365107;6031028.501984472;65.0;70.0;2
869;29282;18.488569615384616;54.40804412961296;6531730.270204329;6031028.501984472;65.0;70.0;2
870;29288;18.477800384615385;54.40804412961296;6531035.156429419;6031028.501984472;60.0;65.0;2
871;29291;18.44241576923077;54.40804412961296;6528751.211169003;6031028.501984472;60.0;65.0;2
872;29292;18.490108076923075;54.40804412961296;6531829.572172172;6031028.501984472;60.0;65.0;2
873;29304;18.491646538461538;54.40804412961296;6531928.874140017;6031028.501984472;60.0;65.0;2
874;29312;18.479338846153848;54.40804412961296;6531134.458397264;6031028.501984472;60.0;65.0;2
875;29313;18.493185;54.40804412961296;6532028.176107861;6031028.501984472;60.0;65.0;2
876;29320;18.588569615384614;54.40804412961296;6538184.898114202;6031028.501984472;65.0;70.0;2
877;29323;18.613185;54.40804412961296;6539773.729599709;6031028.501984472;70.0;75.0;2
878;29340;18.496261923076922;54.40804412961296;6532226.78004355;6031028.501984472;55.0;60.0;2
879;29343;18.46549269230769;54.40804412961296;6530240.740686665;6031028.501984472;55.0;60.0;2
880;29348;18.47472346153846;54.40804412961296;6530836.552493731;6031028.501984472;55.0;60.0;2
881;29360;18.570108076923077;54.40804412961296;6536993.274500071;6031028.501984472;60.0;65.0;2
882;29374;18.568569615384614;54.40804412961296;6536893.972532227;6031028.501984472;55.0;60.0;2
883;29376;18.57472346153846;54.40804412961296;6537291.180403604;6031028.501984472;60.0;65.0;2
884;29377;18.593185;54.40804412961296;6538482.804017734;6031028.501984472;60.0;65.0;2
885;29382;18.59164653846154;54.40804412961296;6538383.50204989;6031028.501984472;60.0;65.0;2
886;29388;18.61164653846154;54.40804412961296;6539674.427631864;6031028.501984472;65.0;70.0;2
887;29406;18.494723461538463;54.40804412961296;6532127.4780757055;6031028.501984472;55.0;60.0;2
888;29410;18.607031153846155;54.40804412961296;6539376.521728332;6031028.501984472;60.0;65.0;2
889;29414;18.605492692307692;54.40804412961296;6539277.219760488;6031028.501984472;60.0;65.0;2
890;29420;18.633185;54.40804412961296;6541064.655181684;6031028.501984472;60.0;65.0;2
891;29427;18.616261923076923;54.40804412961296;6539972.333535397;6031028.501984472;60.0;65.0;2
892;29429;18.559338846153846;54.40804412961296;6536298.160725161;6031028.501984472;60.0;65.0;2
893;29431;18.55164653846154;54.40804412961296;6535801.6508859405;6031028.501984472;55.0;60.0;2
894;29436;18.627031153846154;54.40804412961296;6540667.447310306;6031028.501984472;60.0;65.0;2
895;29439;18.587031153846155;54.40804412961296;6538085.596146357;6031028.501984472;55.0;60.0;2
896;29457;18.550108076923078;54.40804412961296;6535702.348918096;6031028.501984472;55.0;60.0;2
897;29462;18.56087730769231;54.40804412961296;6536397.462693006;6031028.501984472;60.0;65.0;2
898;29463;18.61472346153846;54.40804412961296;6539873.031567553;6031028.501984472;60.0;65.0;2
899;29467;18.58395423076923;54.40804412961296;6537886.9922106685;6031028.501984472;55.0;60.0;2
900;29483;18.62549269230769;54.40804412961296;6540568.145342463;6031028.501984472;55.0;60.0;2
901;29485;18.579338846153846;54.40804412961296;6537589.086307136;6031028.501984472;55.0;60.0;2
902;29515;18.628569615384617;54.40804412961296;6540766.7492781505;6031028.501984472;55.0;60.0;2
903;29516;18.567031153846155;54.40804412961296;6536794.670564383;6031028.501984472;55.0;60.0;2
904;29517;18.676261923076922;54.40804412961296;6543845.110281321;6031028.501984472;55.0;60.0;2
