;lat;lon;min_db;max_db
256;54.329736298829886;18.630108076923076;55.0;60.0
257;54.329736298829886;18.707031153846152;75.0;80.0
258;54.32523584878488;18.537800384615384;65.0;70.0
259;54.32523584878488;18.545492692307693;65.0;70.0
260;54.32523584878488;18.553185;55.0;60.0
261;54.32523584878488;18.607031153846155;60.0;65.0
262;54.32523584878488;18.61472346153846;60.0;65.0
263;54.32523584878488;18.62241576923077;60.0;65.0
264;54.32523584878488;18.630108076923076;55.0;60.0
265;54.32523584878488;18.699338846153847;55.0;60.0
266;54.32523584878488;18.707031153846152;65.0;70.0
267;54.32523584878488;18.714723461538462;60.0;65.0
268;54.32073539873987;18.545492692307693;65.0;70.0
269;54.32073539873987;18.553185;60.0;65.0
270;54.32073539873987;18.599338846153845;60.0;65.0
271;54.32073539873987;18.691646538461537;55.0;60.0
272;54.32073539873987;18.699338846153847;60.0;65.0
273;54.32073539873987;18.707031153846152;75.0;80.0
274;54.31623494869487;18.58395423076923;70.0;75.0
275;54.31623494869487;18.59164653846154;55.0;60.0
276;54.31623494869487;18.607031153846155;60.0;65.0
277;54.31623494869487;18.630108076923076;55.0;60.0
278;54.31623494869487;18.668569615384616;55.0;60.0
279;54.31623494869487;18.676261923076922;55.0;60.0
280;54.31623494869487;18.68395423076923;55.0;60.0
281;54.31623494869487;18.691646538461537;65.0;70.0
282;54.31623494869487;18.699338846153847;65.0;70.0
283;54.31623494869487;18.707031153846152;65.0;70.0
284;54.31173449864986;18.59164653846154;65.0;70.0
285;54.31173449864986;18.599338846153845;70.0;75.0
286;54.31173449864986;18.630108076923076;55.0;60.0
287;54.31173449864986;18.637800384615385;55.0;60.0
288;54.31173449864986;18.660877307692306;55.0;60.0
289;54.31173449864986;18.668569615384616;70.0;75.0
290;54.31173449864986;18.676261923076922;75.0;80.0
291;54.31173449864986;18.68395423076923;60.0;65.0
292;54.30723404860486;18.576261923076924;55.0;60.0
293;54.30723404860486;18.58395423076923;55.0;60.0
294;54.30723404860486;18.61472346153846;60.0;65.0
295;54.30723404860486;18.630108076923076;60.0;65.0
296;54.30723404860486;18.653185;55.0;60.0
297;54.30723404860486;18.660877307692306;55.0;60.0
298;54.30723404860486;18.668569615384616;55.0;60.0
299;54.30723404860486;18.676261923076922;55.0;60.0
300;54.302733598559854;18.607031153846155;55.0;60.0
301;54.302733598559854;18.630108076923076;55.0;60.0
302;54.302733598559854;18.637800384615385;60.0;65.0
303;54.302733598559854;18.64549269230769;55.0;60.0
