465769;54.32073539873987;18.39164653846154;4
465146;54.370240349234926;18.537800384615384;4
465022;54.37924124932493;18.499338846153847;4
465172;54.370240349234926;18.768569615384614;4
465215;54.36573989918992;18.63010807692308;4
466063;54.302733598559854;18.707031153846152;4
464510;54.419745299729975;18.799338846153844;4
465979;54.30723404860486;18.553185;4
465020;54.37924124932493;18.483954230769232;4
465350;54.35673899909991;18.78395423076923;4
465446;54.3477380990099;18.545492692307693;4
464140;54.446748;18.453185;4
464247;54.43774709990999;18.52241576923077;4
465829;54.32073539873987;18.737800384615383;4
466487;54.27123044824482;18.760877307692308;4
464698;54.40174349954995;18.41472346153846;4
464544;54.41524484968497;18.56087730769231;4
464911;54.38824214941494;18.58395423076923;4
464158;54.446748;18.59164653846154;4
464632;54.41074439963997;18.68395423076923;4
464904;54.38824214941494;18.453185;4
465807;54.32073539873987;18.56856961538461;4
464253;54.43774709990999;18.660877307692303;4
464132;54.446748;18.776261923076923;4
464163;54.44224754995499;18.41472346153846;4
464157;54.446748;18.745492692307693;4
465670;54.329736298829886;18.56087730769231;4
466319;54.28023134833483;18.407031153846155;4
464480;54.419745299729975;18.52241576923077;4
466294;54.28473179837984;18.576261923076924;4
466371;54.28023134833483;18.737800384615383;4
464222;54.43774709990999;18.36087730769231;4
466131;54.29823314851485;18.768569615384614;4
465481;54.343237648964895;18.353185;4
464168;54.446748;18.514723461538463;4
465155;54.370240349234926;18.707031153846152;4
465220;54.36573989918992;18.707031153846152;4
466184;54.293732698469846;18.61472346153846;4
464568;54.41524484968497;18.799338846153844;4
465740;54.32523584878488;18.537800384615384;4
464528;54.41524484968497;18.468569615384617;4
464766;54.39724304950495;18.36087730769231;4
464979;54.383741699369935;18.68395423076923;4
466071;54.302733598559854;18.737800384615383;4
465449;54.3477380990099;18.62241576923077;4
465048;54.37924124932493;18.776261923076923;4
465768;54.32523584878488;18.78395423076923;4
464612;54.41074439963997;18.545492692307693;4
465536;54.343237648964895;18.768569615384614;4
464900;54.38824214941494;18.507031153846157;4
465880;54.31623494869487;18.637800384615385;4
